0	Compound::DB00628
1	Compound::DB01024
2	Gene::5351
3	Gene::79095
4	Gene::1271
5	Gene::23529
6	Gene::3577
7	Gene::5473
8	Gene::94235
9	Gene::10316
10	Gene::22826
11	Gene::23658
12	Compound::DB01236
13	Compound::DB08907
14	Compound::DB00653
15	Compound::DB09063
16	Gene::6431
17	Gene::9716
18	Compound::DB00204
19	Compound::DB12212
20	Gene::1816
21	Gene::551
22	Compound::DB00977
23	Compound::DB14967
24	Gene::2033
25	Gene::79726
26	Compound::DB00197
27	Compound::DB09276
28	Gene::4323
29	Gene::5111
30	Compound::DB13784
31	Compound::DB15203
32	Gene::5888
33	Disease::MESH:D009422
34	Compound::DB11914
35	Compound::DB12893
36	Compound::DB01217
37	Compound::DB08904
38	Gene::64147
39	Gene::26286
40	Gene::64170
41	Gene::3925
42	Gene::25496
43	Gene::201456
44	Gene::23304
45	Gene::1669
46	Gene::25852
47	Compound::DB00042
48	Compound::DB12883
49	Compound::DB00540
50	Compound::DB04825
51	Gene::51444
52	Gene::55175
53	Gene::57338
54	Gene::348
55	Compound::DB00372
56	Compound::DB00960
57	Gene::57798
58	Gene::5290
59	Compound::DB01320
60	Compound::DB01588
61	Compound::DB01158
62	Compound::DB11124
63	Gene::79923
64	Gene::92689
65	Gene::6731
66	Gene::988
67	Gene::27018
68	Gene::6271
69	Gene::10536
70	Gene::85301
71	Gene::51004
72	Gene::593
73	Gene::80169
74	Gene::98
75	Gene::4016
76	Gene::57178
77	Gene::127544
78	Gene::142678
79	Gene::51725
80	Gene::127247
81	Compound::DB00263
82	Compound::DB00264
83	Gene::5581
84	Gene::10681
85	Gene::6183
86	Gene::55176
87	Gene::3456
88	Gene::3449
89	Gene::5479
90	Gene::1308
91	Compound::DB00918
92	Compound::DB08894
93	Gene::64847
94	Gene::3329
95	Compound::DB00368
96	Compound::DB01412
97	Compound::CHEBI:16646
98	Gene::16846
99	Compound::DB01204
100	Gene::8559
101	Compound::DB00080
102	Compound::DB05095
103	Gene::92609
104	Gene::8848
105	Gene::7533
106	Gene::6794
107	Gene::5582
108	Gene::6675
109	Gene::7376
110	Gene::8869
111	Compound::DB04876
112	Compound::DB06821
113	Gene::207
114	Gene::8835
115	Compound::DB06543
116	Compound::DB11154
117	Gene::5734
118	Gene::2691
119	Compound::DB04957
120	Compound::DB09061
121	Gene::8216
122	Gene::246175
123	Gene::23411
124	Gene::56945
125	Compound::DB01324
126	Compound::DB09023
127	Compound::DB00718
128	Compound::DB13821
129	Gene::51096
130	Gene::6209
131	Gene::10498
132	Compound::DB08917
133	Compound::DB09449
134	Gene::3383
135	Gene::79947
136	Compound::DB01092
137	Gene::8315
138	Gene::529
139	Gene::535
140	Gene::9443
141	Gene::5469
142	Compound::DB00389
143	Compound::DB04356
144	Gene::54677
145	Gene::5828
146	Gene::9092
147	Compound::DB00876
148	Compound::DB13860
149	Compound::DB00514
150	Gene::4988
151	Compound::DB00765
152	Compound::DB09026
153	Compound::DB00563
154	Compound::DB13287
155	Compound::DB03166
156	Compound::DB12768
157	Gene::6386
158	Gene::387921
159	Compound::DB01171
160	Compound::DB13657
161	Gene::10806
162	Gene::55722
163	Gene::5684
164	Gene::5034
165	Gene::6047
166	Compound::DB02266
167	Gene::23200
168	Gene::10907
169	Gene::23517
170	Gene::43
171	Compound::DB00989
172	Gene::23218
173	Gene::23780
174	Gene::1855
175	Gene::8321
176	Gene::391
177	Gene::9138
178	Compound::DB12089
179	Compound::DB15453
180	Gene::158506
181	Gene::9817
182	Compound::DB00616
183	Compound::DB00818
184	Gene::6188
185	Gene::4535
186	Gene::10803
187	Gene::6374
188	Compound::DB00105
189	Compound::DB12947
190	Gene::955
191	Gene::4927
192	Gene::11267
193	Gene::7251
194	Gene::1956
195	Gene::3732
196	Gene::636
197	Gene::11258
198	Compound::DB08437
199	Gene::5050
200	Compound::DB08871
201	Gene::10382
202	Compound::DB09279
203	Disease::MESH:D006973
204	Gene::9978
205	Gene::26235
206	Gene::10117
207	Gene::8614
208	Gene::90268
209	Gene::56957
210	Gene::2788
211	Gene::5020
212	Gene::23001
213	Gene::3064
214	Compound::DB01553
215	Compound::DB14011
216	Disease::MESH:D008175
217	Gene::6091
218	Gene::1212
219	Gene::11007
220	Compound::MESH:C078814
221	Disease::MESH:D003643
222	Compound::DB00313
223	Compound::DB09249
224	Gene::5516
225	Gene::84643
226	Compound::DB00624
227	Compound::DB00814
228	Compound::DB00218
229	Compound::DB08981
230	Compound::DB00612
231	Compound::DB00866
232	Compound::DB09459
233	Disease::MESH:D006356
234	Gene::94239
235	Gene::6908
236	Gene::79924
237	Gene::9038
238	Gene::10093
239	Gene::81873
240	Compound::DB02729
241	Gene::NVA117
242	Gene::25897
243	Gene::997
244	Gene::85439
245	Gene::8218
246	Gene::2776
247	Compound::DB06999
248	Compound::DB13295
249	Compound::DB13362
250	Gene::6704
251	Gene::353131
252	Gene::84298
253	Gene::51491
254	Compound::DB00089
